0.0000000000e+00	1.6661112962e-04	7.8031212485e-03	0.0000000000e+00	0.0000000000e+00	
1.0000000000e-01	1.6661112962e-04	7.7097505669e-03	0.0000000000e+00	0.0000000000e+00	
2.0000000000e-01	1.6661112962e-04	7.6163798853e-03	0.0000000000e+00	0.0000000000e+00	
3.0000000000e-01	1.6661112962e-04	7.5230092037e-03	0.0000000000e+00	0.0000000000e+00	
4.0000000000e-01	1.6661112962e-04	7.4296385221e-03	0.0000000000e+00	0.0000000000e+00	
5.0000000000e-01	1.6661112962e-04	7.3362678405e-03	0.0000000000e+00	0.0000000000e+00	
6.0000000000e-01	1.6661112962e-04	7.1495264773e-03	0.0000000000e+00	0.0000000000e+00	
7.0000000000e-01	1.6661112962e-04	6.9627851140e-03	0.0000000000e+00	0.0000000000e+00	
8.0000000000e-01	1.6661112962e-04	6.7760437508e-03	0.0000000000e+00	0.0000000000e+00	
9.0000000000e-01	1.6661112962e-04	6.5893023876e-03	0.0000000000e+00	0.0000000000e+00	
1.0000000000e+00	1.6661112962e-04	6.4025610244e-03	0.0000000000e+00	0.0000000000e+00	
1.1000000000e+00	1.6661112962e-04	6.2158196612e-03	0.0000000000e+00	0.0000000000e+00	
1.2000000000e+00	1.6661112962e-04	6.0290782980e-03	0.0000000000e+00	0.0000000000e+00	
1.3000000000e+00	1.6661112962e-04	5.8423369348e-03	0.0000000000e+00	0.0000000000e+00	
1.4000000000e+00	1.6661112962e-04	5.6555955716e-03	0.0000000000e+00	0.0000000000e+00	
1.5000000000e+00	1.6661112962e-04	5.4688542084e-03	0.0000000000e+00	0.0000000000e+00	
1.6000000000e+00	1.4995001666e-04	5.4421768707e-03	0.0000000000e+00	0.0000000000e+00	
1.7000000000e+00	1.3328890370e-04	5.4154995331e-03	0.0000000000e+00	0.0000000000e+00	
1.8000000000e+00	1.1662779074e-04	5.3888221955e-03	0.0000000000e+00	0.0000000000e+00	
1.9000000000e+00	9.9966677774e-05	5.3621448579e-03	0.0000000000e+00	0.0000000000e+00	
2.0000000000e+00	8.3305564812e-05	5.3354675203e-03	0.0000000000e+00	0.0000000000e+00	
2.1000000000e+00	6.6644451849e-05	5.3087901827e-03	0.0000000000e+00	0.0000000000e+00	
2.2000000000e+00	4.9983338887e-05	5.2821128451e-03	0.0000000000e+00	0.0000000000e+00	
2.3000000000e+00	3.3322225925e-05	5.2554355075e-03	0.0000000000e+00	0.0000000000e+00	
2.4000000000e+00	1.6661112962e-05	5.2287581699e-03	0.0000000000e+00	0.0000000000e+00	
2.5000000000e+00	0.0000000000e+00	5.2020808323e-03	0.0000000000e+00	0.0000000000e+00	
2.6000000000e+00	0.0000000000e+00	5.1754034947e-03	0.0000000000e+00	0.0000000000e+00	
2.7000000000e+00	0.0000000000e+00	5.1487261571e-03	0.0000000000e+00	0.0000000000e+00	
2.8000000000e+00	0.0000000000e+00	5.1220488195e-03	0.0000000000e+00	0.0000000000e+00	
2.9000000000e+00	0.0000000000e+00	5.0953714819e-03	0.0000000000e+00	0.0000000000e+00	
3.0000000000e+00	0.0000000000e+00	5.0686941443e-03	0.0000000000e+00	0.0000000000e+00	
3.1000000000e+00	0.0000000000e+00	5.0420168067e-03	0.0000000000e+00	0.0000000000e+00	
3.2000000000e+00	0.0000000000e+00	5.0153394691e-03	0.0000000000e+00	0.0000000000e+00	
3.3000000000e+00	0.0000000000e+00	4.9886621315e-03	0.0000000000e+00	0.0000000000e+00	
3.4000000000e+00	0.0000000000e+00	4.9619847939e-03	0.0000000000e+00	0.0000000000e+00	
3.5000000000e+00	0.0000000000e+00	4.9353074563e-03	0.0000000000e+00	0.0000000000e+00	
3.6000000000e+00	0.0000000000e+00	4.9353074563e-03	0.0000000000e+00	0.0000000000e+00	
3.7000000000e+00	0.0000000000e+00	4.9353074563e-03	0.0000000000e+00	0.0000000000e+00	
3.8000000000e+00	0.0000000000e+00	4.9353074563e-03	0.0000000000e+00	0.0000000000e+00	
3.9000000000e+00	0.0000000000e+00	4.9353074563e-03	0.0000000000e+00	0.0000000000e+00	
4.0000000000e+00	0.0000000000e+00	4.9353074563e-03	0.0000000000e+00	0.0000000000e+00	
4.1000000000e+00	0.0000000000e+00	4.9353074563e-03	0.0000000000e+00	0.0000000000e+00	
4.2000000000e+00	0.0000000000e+00	4.9353074563e-03	0.0000000000e+00	0.0000000000e+00	
4.3000000000e+00	0.0000000000e+00	4.9353074563e-03	0.0000000000e+00	0.0000000000e+00	
4.4000000000e+00	0.0000000000e+00	4.9353074563e-03	0.0000000000e+00	0.0000000000e+00	
4.5000000000e+00	0.0000000000e+00	4.9353074563e-03	0.0000000000e+00	0.0000000000e+00	
4.6000000000e+00	0.0000000000e+00	4.9219687875e-03	0.0000000000e+00	0.0000000000e+00	
4.7000000000e+00	0.0000000000e+00	4.9086301187e-03	0.0000000000e+00	0.0000000000e+00	
4.8000000000e+00	0.0000000000e+00	4.8952914499e-03	0.0000000000e+00	0.0000000000e+00	
4.9000000000e+00	0.0000000000e+00	4.8819527811e-03	0.0000000000e+00	0.0000000000e+00	
5.0000000000e+00	0.0000000000e+00	4.8686141123e-03	0.0000000000e+00	0.0000000000e+00	
5.1000000000e+00	0.0000000000e+00	4.8552754435e-03	0.0000000000e+00	0.0000000000e+00	
5.2000000000e+00	0.0000000000e+00	4.8419367747e-03	0.0000000000e+00	0.0000000000e+00	
5.3000000000e+00	0.0000000000e+00	4.8285981059e-03	0.0000000000e+00	0.0000000000e+00	
